Source URL,Target URL
http://www.example.com/feedback,http://www.example.com/support-policies
http://www.example.com/knowledge-base,http://www.example.com/live-chat
http://www.example.com/faq,http://www.example.com/remote-assistance
http://www.example.com/account,http://www.example.com
http://www.example.com/service-status,http://www.example.com/billing
http://www.example.com/remote-assistance,http://www.example.com/community
http://www.example.com/knowledge-base,http://www.example.com/video-tutorials
http://www.example.com/billing,http://www.example.com
http://www.example.com/support-policies,http://www.example.com/remote-assistance
http://www.example.com/video-tutorials,http://www.example.com/community
http://www.example.com/account,http://www.example.com/community
http://www.example.com,http://www.example.com/video-tutorials
http://www.example.com/feedback,http://www.example.com/live-chat
http://www.example.com/faq,http://www.example.com/video-tutorials
http://www.example.com/contact,http://www.example.com/billing
http://www.example.com/remote-assistance,http://www.example.com/feedback
http://www.example.com/knowledge-base,http://www.example.com/feedback
http://www.example.com/live-chat,http://www.example.com/contact
http://www.example.com/tickets,http://www.example.com/live-chat
http://www.example.com,http://www.example.com/tickets
http://www.example.com/faq,http://www.example.com/live-chat
http://www.example.com,http://www.example.com/support-policies
http://www.example.com,http://www.example.com/faq
http://www.example.com/contact,http://www.example.com/community
http://www.example.com/community,http://www.example.com/contact
http://www.example.com/contact,http://www.example.com/account
http://www.example.com/remote-assistance,http://www.example.com
http://www.example.com/remote-assistance,http://www.example.com/account
http://www.example.com/faq,http://www.example.com/video-tutorials
http://www.example.com/tickets,http://www.example.com/community
http://www.example.com,http://www.example.com/contact
http://www.example.com,http://www.example.com/service-status
http://www.example.com/contact,http://www.example.com/support-policies
http://www.example.com/video-tutorials,http://www.example.com/support-policies
http://www.example.com/faq,http://www.example.com/support-policies
http://www.example.com/live-chat,http://www.example.com/feedback
http://www.example.com/faq,http://www.example.com/live-chat
http://www.example.com/service-status,http://www.example.com/downloads
http://www.example.com/live-chat,http://www.example.com/community
http://www.example.com/community,http://www.example.com/live-chat
http://www.example.com/feedback,http://www.example.com/faq
http://www.example.com/support-policies,http://www.example.com/knowledge-base
http://www.example.com/remote-assistance,http://www.example.com/service-status
http://www.example.com/billing,http://www.example.com/support-policies
http://www.example.com/support-policies,http://www.example.com/tickets
http://www.example.com/community,http://www.example.com
http://www.example.com/contact,http://www.example.com/remote-assistance
http://www.example.com/remote-assistance,http://www.example.com/faq
http://www.example.com/feedback,http://www.example.com/service-status
http://www.example.com,http://www.example.com
http://www.example.com/contact,http://www.example.com/service-status
http://www.example.com/service-status,http://www.example.com/faq
http://www.example.com/live-chat,http://www.example.com/downloads
http://www.example.com/support-policies,http://www.example.com/billing
http://www.example.com/downloads,http://www.example.com/billing
http://www.example.com/remote-assistance,http://www.example.com/faq
http://www.example.com/live-chat,http://www.example.com/knowledge-base
http://www.example.com/remote-assistance,http://www.example.com/support-policies
http://www.example.com/downloads,http://www.example.com/video-tutorials
http://www.example.com/tickets,http://www.example.com/video-tutorials
http://www.example.com/downloads,http://www.example.com/knowledge-base
http://www.example.com/faq,http://www.example.com/community
http://www.example.com/account,http://www.example.com/community
http://www.example.com/account,http://www.example.com/community
http://www.example.com/tickets,http://www.example.com/account
http://www.example.com/downloads,http://www.example.com/contact
